"year","region","especie_SERNAPESCA","nombre_cientifico_SERNAPESCA","tons"
2016,5,"JAIBA PELUDA O PACHONA","Cancer setosus",44.756
2016,5,"JAIBA REINA","Cancer coronatus",44.756
2016,5,"JAIBA REMADORA","Ovalipes trimaculatus",44.756
2016,5,"JUREL","Trachurus murphyi",2117.16
2016,5,"LANGOSTA DE J.FERNANDEZ","Jasus frontalis",3.49
2016,5,"LANGOSTINO AMARILLO","Cervimunida johni",31.64789
2016,5,"LANGOSTINO COLORADO","Pleuroncodes monodon",29.94842
2016,5,"LOCO","Concholepas concholepas",11.955
2016,5,"MERLUZA COMUN","Merluccius gayi gayi",26.136
2016,5,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",20.7013
2016,5,"PEJERREY DE MAR","Odontesthes regia",5.462
2016,5,"PELILLO","Gracilaria spp.",50.28
2016,5,"SALMON REY","Oncorhynchus tshawytscha",6.8635
2016,6,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",1.258
2016,6,"CENTOLLA","Lithodes santolla",12.795
2016,6,"CHASCA","Gelidium rex",10.954
2016,6,"COCHAYUYO","Durvillaea antarctica",138.177
2016,6,"SALMON REY","Oncorhynchus tshawytscha",126.54123
2016,7,"CHOLGA","Aulacomya ater",105.13359
2016,7,"CHORO","Choromytilus chorus",105.13359
2016,8,"ABALON JAPONES","Haliotis discus hannai",3.7488
2016,8,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",302.2457
2016,8,"ALGAS MIXTAS",NA,2666.924
2016,8,"BACALAO ANTARTICO","Dissostichus mawsoni",0.021
2016,8,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",139.27161
2016,8,"CABALLA","Scomber japonicus",155.25
2016,8,"CARACOL PALO PALO","Argobuccinum spp.",19.86358
2016,8,"CAROLA","Callophyllis variegata",2666.924
2016,8,"CENTOLLA","Lithodes santolla",87.97049
2016,8,"CENTOLLON","Paralomis granulosa",0.42
2016,8,"CHICOREA DE MAR","Chondracanthus chamissoi",1063.4343
2016,8,"CHOLGA","Aulacomya ater",803.70209
2016,8,"CHORO","Choromytilus chorus",803.70209
2016,8,"COCHAYUYO","Durvillaea antarctica",1945.41538
2016,8,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",12.2
2016,8,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",12.2
2016,8,"COJINOBA MOTEADA","Seriolella punctata",12.2
2016,8,"CONGRIO COLORADO","Genypterus chilensis",0.10315
2016,8,"CONGRIO NEGRO","Genypterus maculatus",0.10315
2016,8,"CORVINA","Cilus gilberti",23.605
2016,8,"CULENGUE","Gari solida",240.4534
2016,8,"ERIZO","Loxechinus albus",83.38993
2016,8,"HUEPO O NAVAJA DE MAR","Ensis macha",575.54455
2016,8,"HUIRO","Macrocystis spp.",49.62923
2016,8,"JAIBA","Cancer spp.",45.3627
2016,8,"JAIBA LIMON","Cancer porteri",45.3627
2016,8,"JAIBA MARMOLA","Cancer edwardsi",45.3627
2016,8,"JAIBA MORA","Homalaspis plana",45.3627
2016,8,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",45.3627
2016,8,"JAIBA PELUDA O PACHONA","Cancer setosus",45.3627
2016,8,"JAIBA REINA","Cancer coronatus",45.3627
2016,8,"JAIBA REMADORA","Ovalipes trimaculatus",45.3627
2016,8,"JULIANA O TAWERA","Tawera gayi",0.20631
2016,8,"JUREL","Trachurus murphyi",59081.20846
2016,8,"LANGOSTINO AMARILLO","Cervimunida johni",124.12478
2016,8,"LANGOSTINO COLORADO","Pleuroncodes monodon",467.34117
2016,8,"LOCO","Concholepas concholepas",225.20181
2016,8,"MERLUZA COMUN","Merluccius gayi gayi",2699.47546
2016,8,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.52981
2016,8,"NAVAJUELA","Tagelus dombeii",627.24991
2016,8,"PEJERREY DE MAR","Odontesthes regia",48.25
2016,8,"PELILLO","Gracilaria spp.",689.878
2016,8,"PEPINO DE MAR","Athyonidium chilensis",0.253
2016,8,"REINETA","Brama australis",1186.904
2016,9,"CENTOLLA","Lithodes santolla",13.96979
2016,10,"ABALON JAPONES","Haliotis discus hannai",0.01295
2016,10,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",292.30372
2016,10,"ALGAS MIXTAS",NA,1169.203
2016,10,"ALMEJA","Venus antiqua",48.37848
2016,10,"ALMEJA O TACA","Protothaca taca",48.37848
2016,10,"ATUN ALETA AMARILLA / KAHI AVE AVE","Thunnus albacares",0.031
2016,10,"ATUN ALETA LARGA","Thunnus albacares",425.15959
2016,10,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Katsuwonus pelamis",0.12001
2016,10,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",82.52582
2016,10,"CABALLA","Scomber japonicus",276.932
2016,10,"CALAMAR ILLEX O POTA DEL ATLANTICO","Illex argentinus",0.36528
2016,10,"CARACOL PALO PALO","Argobuccinum spp.",10.323
2016,10,"CAROLA","Callophyllis variegata",1169.203
2016,10,"CENTOLLA","Lithodes santolla",838.00967
2016,10,"CENTOLLA DEL NORTE","Lithodes spp.",6.37361
2016,10,"CENTOLLON","Paralomis granulosa",7.8032
2016,10,"CHASCA","Gelidium rex",6.972
2016,10,"CHICOREA DE MAR","Chondracanthus chamissoi",55.45
2016,10,"CHOLGA","Aulacomya ater",71751.8099
2016,10,"CHORITO","Mytilus chilensis",76.45703
2016,10,"CHORO","Choromytilus chorus",71751.8099
2016,10,"COCHAYUYO","Durvillaea antarctica",105.484
2016,10,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",9.15
2016,10,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",9.15
2016,10,"COJINOBA MOTEADA","Seriolella punctata",9.15
2016,10,"CONGRIO DORADO","Genypterus blacodes",0.55385
2016,10,"CORVINA","Cilus gilberti",13.71271
2016,10,"CULENGUE","Gari solida",100.16149
2016,10,"ERIZO","Loxechinus albus",132.38958
2016,10,"GRANADERO GRANDE","Macrourus holotrachys",0.917
2016,10,"HUEPO O NAVAJA DE MAR","Ensis macha",182.32389
2016,10,"HUIRO","Macrocystis spp.",38.6
2016,10,"JAIBA","Cancer spp.",255.78167
2016,10,"JAIBA LIMON","Cancer porteri",255.78167
2016,10,"JAIBA MARMOLA","Cancer edwardsi",255.78167
2016,10,"JAIBA MORA","Homalaspis plana",255.78167
2016,10,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",255.78167
2016,10,"JAIBA PELUDA O PACHONA","Cancer setosus",255.78167
2016,10,"JAIBA REINA","Cancer coronatus",255.78167
2016,10,"JAIBA REMADORA","Ovalipes trimaculatus",255.78167
2016,10,"JULIANA O TAWERA","Tawera gayi",120.03407
2016,10,"JUREL","Trachurus murphyi",31719.18631
2016,10,"LANGOSTINO AMARILLO","Cervimunida johni",59.77015
2016,10,"LANGOSTINO COLORADO","Pleuroncodes monodon",209.91128
2016,10,"LOCO","Concholepas concholepas",194.46047
2016,10,"MACHA","Mesodesma donacium",2.70744
2016,10,"MERLUZA COMUN","Merluccius gayi gayi",75.07319
2016,10,"MERLUZA DE COLA","Macruronus magellanicus",17.40196
2016,10,"MERLUZA DE TRES ALETAS","Micromesistius australis",24.97
2016,10,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",17.40196
2016,10,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",4415.22957
2016,10,"NAVAJUELA","Tagelus dombeii",964.70536
2016,10,"PEJERRATA","Coelorhynchus chilensis",0.917
2016,10,"PEJERRATA O GRANADERO ESCAMOSO","Macrourus carinatus.",0.917
2016,10,"PEJERREY DE MAR","Odontesthes regia",102.94795
2016,10,"PELILLO","Gracilaria spp.",126.308
2016,10,"PEPINO DE MAR","Athyonidium chilensis",6.63749
2016,10,"POTA DEL PACIFICO","Todarodes Pacificus",0.36528
2016,10,"PULPO DEL NORTE","Octopus (vulgaris) mimus",2.20658
2016,10,"REINETA","Brama australis",220.83983
2016,10,"SALMON REY","Oncorhynchus tshawytscha",88299.2725
2016,10,"SARDINA AUSTRAL","Sprattus fuegensis",2.73856
2016,10,"SARDINA COMUN","Strangomera bentincki",2.73856
2016,10,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",45880.81411
2016,11,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",2.55157
2016,11,"ANCHOVETA","Engraulis ringens",1.04916
2016,11,"BROTULA","Salilota australis",3.82943
2016,11,"CENTOLLA","Lithodes santolla",16.4295
2016,11,"CENTOLLON","Paralomis granulosa",0.816
2016,11,"CHOLGA","Aulacomya ater",111.41798
2016,11,"CHORO","Choromytilus chorus",111.41798
2016,11,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",1485.7176
2016,11,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",1485.7176
2016,11,"COJINOBA MOTEADA","Seriolella punctata",1485.7176
2016,11,"CONGRIO COLORADO","Genypterus chilensis",0.69796
2016,11,"CONGRIO DORADO","Genypterus blacodes",52.61176
2016,11,"CONGRIO NEGRO","Genypterus maculatus",0.69796
2016,11,"ERIZO","Loxechinus albus",0.5
2016,11,"JAIBA","Cancer spp.",44.38765
2016,11,"JAIBA LIMON","Cancer porteri",44.38765
2016,11,"JAIBA MARMOLA","Cancer edwardsi",44.38765
2016,11,"JAIBA MORA","Homalaspis plana",44.38765
2016,11,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",44.38765
2016,11,"JAIBA PELUDA O PACHONA","Cancer setosus",44.38765
2016,11,"JAIBA REINA","Cancer coronatus",44.38765
2016,11,"JAIBA REMADORA","Ovalipes trimaculatus",44.38765
2016,11,"MERLUZA COMUN","Merluccius gayi gayi",33.12034
2016,11,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",87.79153
2016,11,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",3131.39042
2016,11,"NAVAJUELA","Tagelus dombeii",0.84968
2016,11,"SALMON REY","Oncorhynchus tshawytscha",1765.84807
2016,11,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",6.42751
2016,12,"ALGAS MIXTAS",NA,151.84
2016,12,"BACALAO ANTARTICO","Dissostichus mawsoni",1.74139
2016,12,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",981.7297
2016,12,"BROTULA","Salilota australis",143.19396
2016,12,"CAROLA","Callophyllis variegata",151.84
2016,12,"CENTOLLA","Lithodes santolla",1872.46302
2016,12,"CENTOLLA DEL NORTE","Lithodes spp.",15.26422
2016,12,"CENTOLLON","Paralomis granulosa",595.42869
2016,12,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",364.91
2016,12,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",1934.55907
2016,12,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",1934.55907
2016,12,"COJINOBA MOTEADA","Seriolella punctata",1934.55907
2016,12,"CONGRIO COLORADO","Genypterus chilensis",8.4775
2016,12,"CONGRIO DORADO","Genypterus blacodes",183.19707
2016,12,"CONGRIO NEGRO","Genypterus maculatus",8.4775
2016,12,"DRACO RAYADO","Champsocephalus gunnari",99.20864
2016,12,"ERIZO","Loxechinus albus",138.1228
2016,12,"JAIBA","Cancer spp.",60.90535
2016,12,"JAIBA LIMON","Cancer porteri",60.90535
2016,12,"JAIBA MARMOLA","Cancer edwardsi",60.90535
2016,12,"JAIBA MORA","Homalaspis plana",60.90535
2016,12,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",60.90535
2016,12,"JAIBA PELUDA O PACHONA","Cancer setosus",60.90535
2016,12,"JAIBA REINA","Cancer coronatus",60.90535
2016,12,"JAIBA REMADORA","Ovalipes trimaculatus",60.90535
2016,12,"LANGOSTA DE J.FERNANDEZ","Jasus frontalis",0.71
2016,12,"MERLUZA COMUN","Merluccius gayi gayi",12.86835
2016,12,"MERLUZA DE TRES ALETAS","Micromesistius australis",1647.407
2016,12,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",195.64167
2016,12,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",2491.03605
2016,12,"REINETA","Brama australis",1.75
2016,12,"SALMON REY","Oncorhynchus tshawytscha",42.13859
2016,12,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",4593.376
2016,13,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",148.31195
2016,13,"ALGAS MIXTAS",NA,5.539
2016,13,"ALMEJA","Venus antiqua",6.60439
2016,13,"ALMEJA O TACA","Protothaca taca",6.60439
2016,13,"BACALAO ANTARTICO","Dissostichus mawsoni",0.26801
2016,13,"CAMARON NAILON","Heterocarpus reedi",99.96
2016,13,"CAROLA","Callophyllis variegata",5.539
2016,13,"CENTOLLA","Lithodes santolla",517.17239
2016,13,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",955.908
2016,13,"CHOLGA","Aulacomya ater",74.58057
2016,13,"CHORO","Choromytilus chorus",74.58057
2016,13,"CULENGUE","Gari solida",0.0625
2016,13,"ERIZO","Loxechinus albus",45.9924
2016,13,"GRANADERO GRANDE","Macrourus holotrachys",0.857
2016,13,"HUEPO O NAVAJA DE MAR","Ensis macha",15.025
2016,13,"JAIBA","Cancer spp.",97.34574
2016,13,"JAIBA LIMON","Cancer porteri",97.34574
2016,13,"JAIBA MARMOLA","Cancer edwardsi",97.34574
2016,13,"JAIBA MORA","Homalaspis plana",97.34574
2016,13,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",97.34574
2016,13,"JAIBA PELUDA O PACHONA","Cancer setosus",97.34574
2016,13,"JAIBA REINA","Cancer coronatus",97.34574
2016,13,"JAIBA REMADORA","Ovalipes trimaculatus",97.34574
2016,13,"JUREL","Trachurus murphyi",563.7985
2016,13,"LANGOSTA DE J.FERNANDEZ","Jasus frontalis",1.36
2016,13,"LANGOSTINO AMARILLO","Cervimunida johni",92.92193
2016,13,"LANGOSTINO COLORADO","Pleuroncodes monodon",31.96007
2016,13,"LOCO","Concholepas concholepas",16.5755
2016,13,"MERLUZA COMUN","Merluccius gayi gayi",9.03145
2016,13,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",257.63565
2016,13,"NAVAJUELA","Tagelus dombeii",44.125
2016,13,"PEJERRATA","Coelorhynchus chilensis",0.857
2016,13,"PEJERRATA O GRANADERO ESCAMOSO","Macrourus carinatus.",0.857
2016,13,"PEJERREY DE MAR","Odontesthes regia",18.976
2016,13,"PEPINO DE MAR","Athyonidium chilensis",0.055
2016,13,"SALMON REY","Oncorhynchus tshawytscha",45.037
2016,13,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",356.143
2016,14,"CENTOLLA","Lithodes santolla",70.82308
2016,14,"CHOLGA","Aulacomya ater",162.518
2016,14,"CHORO","Choromytilus chorus",162.518
2016,14,"ERIZO","Loxechinus albus",1.06614
2016,14,"JAIBA","Cancer spp.",18.56371
2016,14,"JAIBA LIMON","Cancer porteri",18.56371
2016,14,"JAIBA MARMOLA","Cancer edwardsi",18.56371
2016,14,"JAIBA MORA","Homalaspis plana",18.56371
2016,14,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",18.56371
2016,14,"JAIBA PELUDA O PACHONA","Cancer setosus",18.56371
2016,14,"JAIBA REINA","Cancer coronatus",18.56371
2016,14,"JAIBA REMADORA","Ovalipes trimaculatus",18.56371
2016,14,"JUREL","Trachurus murphyi",23.13
2016,14,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",0.54488
2016,14,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.147
2016,14,"SALMON REY","Oncorhynchus tshawytscha",4647.86774
2016,14,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",2427.14368
2016,15,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",23.41359
2016,15,"ANCHOVETA","Engraulis ringens",16.2265
2016,15,"ATUN ALETA LARGA","Thunnus albacares",16.107
2016,15,"CENTOLLA","Lithodes santolla",12.87208
2016,15,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",39.3
2016,15,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",39.3
2016,15,"COJINOBA MOTEADA","Seriolella punctata",39.3
2016,15,"CORVINA","Cilus gilberti",21.81356
2016,15,"ERIZO","Loxechinus albus",0.681
2016,15,"JUREL","Trachurus murphyi",53.427
2016,15,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",3.514
2016,15,"REINETA","Brama australis",130.81044
2016,20,"ALGAS MIXTAS",NA,0.8931
2016,20,"BACALAO ANTARTICO","Dissostichus mawsoni",2.07031
2016,20,"CAROLA","Callophyllis variegata",0.8931
2016,NA,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",0.183
2016,NA,"ALGAS MIXTAS",NA,0.024
2016,NA,"ANGUILA","Ophichthus spp.",0.045
2016,NA,"ATUN ALETA LARGA","Thunnus albacares",0.13
2016,NA,"CABALLA","Scomber japonicus",0.21
2016,NA,"CAMARON NAVAJA","Campylonotus semistriatus",0.03
2016,NA,"CAROLA","Callophyllis variegata",0.024
2016,NA,"CENTOLLA","Lithodes santolla",0.115
2016,NA,"CENTOLLON","Paralomis granulosa",0.185
2016,NA,"CENTOLLON DEL NORTE","NA",0.025
2016,NA,"CHOLGA","Aulacomya ater",0.055
2016,NA,"CHORITO","Mytilus chilensis",0.3991
2016,NA,"CHORO","Choromytilus chorus",0.055
2016,NA,"ERIZO","Loxechinus albus",0.19
2016,NA,"JAIBA","Cancer spp.",0.302
2016,NA,"JAIBA LIMON","Cancer porteri",0.302
2016,NA,"JAIBA MARMOLA","Cancer edwardsi",0.302
2016,NA,"JAIBA MORA","Homalaspis plana",0.302
2016,NA,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",0.302
2016,NA,"JAIBA PELUDA O PACHONA","Cancer setosus",0.302
2016,NA,"JAIBA REINA","Cancer coronatus",0.302
2016,NA,"JAIBA REMADORA","Ovalipes trimaculatus",0.302
2016,NA,"JUREL","Trachurus murphyi",0.365
2016,NA,"LANGOSTINO AMARILLO","Cervimunida johni",0.012
2016,NA,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",0.008
2016,NA,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.125
2016,NA,"OSTION DEL NORTE","Argopecten purpuratus",0.008
2016,NA,"PEPINO DE MAR","Athyonidium chilensis",0.228
2016,NA,"PULPO DE JUAN FERNANDEZ","Octopus Crusoe",0.06
2016,NA,"SALMON REY","Oncorhynchus tshawytscha",0.38621
2016,NA,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",0.173
2017,0,"ABALON ROJO","Haliotis rufescens",0.05976
2017,0,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",0.064
2017,0,"ALGAS MIXTAS",NA,2.6873
2017,0,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Katsuwonus pelamis",0.02
2017,0,"BACALAO ANTARTICO","Dissostichus mawsoni",0.162
2017,0,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",0.016
2017,0,"BONITO","Sarda chiliensis",0.7278
2017,0,"CABALLA","Scomber japonicus",0.1926
2017,0,"CAMARON ECUATORIANO O PENAEUE","Penaeus vannamei",51.108
2017,0,"CAMARON NAILON","Heterocarpus reedi",0.0386
2017,0,"CAROLA","Callophyllis variegata",2.6873
2017,0,"CENTOLLA","Lithodes santolla",0.05455
2017,0,"CENTOLLON","Paralomis granulosa",0.05
2017,0,"CHOLGA","Aulacomya ater",1.32517
2017,0,"CHORITO","Mytilus chilensis",0.68305
2017,0,"CHORO","Choromytilus chorus",1.32517
2017,0,"ERIZO","Loxechinus albus",0.2489
2017,0,"HUEPO O NAVAJA DE MAR","Ensis macha",0.0281
2017,0,"JAIBA","Cancer spp.",0.2435
2017,0,"JAIBA LIMON","Cancer porteri",0.2435
2017,0,"JAIBA MARMOLA","Cancer edwardsi",0.2435
2017,0,"JAIBA MORA","Homalaspis plana",0.2435
2017,0,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",0.2435
2017,0,"JAIBA PELUDA O PACHONA","Cancer setosus",0.2435
2017,0,"JAIBA REINA","Cancer coronatus",0.2435
2017,0,"JAIBA REMADORA","Ovalipes trimaculatus",0.2435
2017,0,"JIBIA O CALAMAR ROJO","Dosidicus gigas",0.058
2017,0,"JULIANA O TAWERA","Tawera gayi",0.003
2017,0,"JUREL","Trachurus murphyi",0.81955
2017,0,"LANGOSTINO COLORADO","Pleuroncodes monodon",0.0155
2017,0,"LOCO","Concholepas concholepas",0.07226
2017,0,"MERLUZA COMUN","Merluccius gayi gayi",0.071
2017,0,"MERLUZA DE COLA","Macruronus magellanicus",0.068
2017,0,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",0.03667
2017,0,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.10943
2017,0,"OSTION DEL NORTE","Argopecten purpuratus",0.3086
2017,0,"PEJERREY DE MAR","Odontesthes regia",0.06902
2017,0,"PEPINO DE MAR","Athyonidium chilensis",0.434
2017,0,"PULPO DEL NORTE","Octopus (vulgaris) mimus",0.0855
2017,0,"PULPO DEL SUR","Enteroctopus megalocyathus",0.08704
2017,0,"SALMON REY","Oncorhynchus tshawytscha",2.65223
2017,0,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",0.92171
2017,1,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",145.36986
2017,1,"ALGAS MIXTAS",NA,163.328
2017,1,"CAROLA","Callophyllis variegata",163.328
2017,1,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",6475.407
2017,1,"CHOLGA","Aulacomya ater",44.24474
2017,1,"CHORO","Choromytilus chorus",44.24474
2017,1,"COCHAYUYO","Durvillaea antarctica",2.87
2017,1,"ERIZO","Loxechinus albus",34.6025
2017,1,"HUIRO","Macrocystis spp.",562.017
2017,1,"PULPO DEL NORTE","Octopus (vulgaris) mimus",17.2834
2017,2,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",49.8958
2017,2,"ALGAS MIXTAS",NA,2035.671
2017,2,"CARACOL LOCATE","Thais chocolata",33.24332
2017,2,"CAROLA","Callophyllis variegata",2035.671
2017,2,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",13844.027
2017,2,"CHOLGA","Aulacomya ater",68.58907
2017,2,"CHORO","Choromytilus chorus",68.58907
2017,2,"COCHAYUYO","Durvillaea antarctica",15.185
2017,2,"HUIRO","Macrocystis spp.",21.21
2017,2,"LAPA","Fissurella spp.",15.6
2017,2,"LAPA BONETE","Fissurella costata",15.6
2017,2,"PULPO DEL NORTE","Octopus (vulgaris) mimus",692.6004
2017,2,"SALMON REY","Oncorhynchus tshawytscha",24.525
2017,3,"ABALON JAPONES","Haliotis discus hannai",6.0456
2017,3,"ABALON ROJO","Haliotis rufescens",194.31808
2017,3,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",24.2451
2017,3,"ALGAS MIXTAS",NA,461.304
2017,3,"CAROLA","Callophyllis variegata",461.304
2017,3,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",28331.308
2017,3,"CHICOREA DE MAR","Chondracanthus chamissoi",146.88
2017,3,"COCHAYUYO","Durvillaea antarctica",126.961
2017,3,"ERIZO","Loxechinus albus",3.754
2017,3,"HUIRO","Macrocystis spp.",1253.059
2017,3,"JIBIA O CALAMAR ROJO","Dosidicus gigas",3.12
2017,3,"LOCO","Concholepas concholepas",2.53504
2017,3,"NAVAJUELA","Tagelus dombeii",4.9644
2017,3,"PULPO DEL NORTE","Octopus (vulgaris) mimus",71.7386
2017,3,"SALMON REY","Oncorhynchus tshawytscha",24.28127
2017,3,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",24.75
2017,4,"ABALON ROJO","Haliotis rufescens",1.177
2017,4,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",1441.04396
2017,4,"ALGAS MIXTAS",NA,956.224
2017,4,"BACALAO ANTARTICO","Dissostichus mawsoni",1.72038
2017,4,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",98.78962
2017,4,"CABALLA","Scomber japonicus",84.24
2017,4,"CALAMAR ILLEX O POTA DEL ATLANTICO","Illex argentinus",2.39392
2017,4,"CAMARON NAILON","Heterocarpus reedi",188.9772
2017,4,"CARACOL LOCATE","Thais chocolata",6.591
2017,4,"CAROLA","Callophyllis variegata",956.224
2017,4,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",15587.402
2017,4,"CHICOREA DE MAR","Chondracanthus chamissoi",193.615
2017,4,"CHOLGA","Aulacomya ater",96.54601
2017,4,"CHORO","Choromytilus chorus",96.54601
2017,4,"COCHAYUYO","Durvillaea antarctica",135.54
2017,4,"ERIZO","Loxechinus albus",1.04
2017,4,"HUEPO O NAVAJA DE MAR","Ensis macha",15.0336
2017,4,"HUIRO","Macrocystis spp.",1297.9258
2017,4,"JAIBA","Cancer spp.",126.18332
2017,4,"JAIBA LIMON","Cancer porteri",126.18332
2017,4,"JAIBA MARMOLA","Cancer edwardsi",126.18332
2017,4,"JAIBA MORA","Homalaspis plana",126.18332
2017,4,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",126.18332
2017,4,"JAIBA PELUDA O PACHONA","Cancer setosus",126.18332
2017,4,"JAIBA REINA","Cancer coronatus",126.18332
2017,4,"JAIBA REMADORA","Ovalipes trimaculatus",126.18332
2017,4,"JIBIA O CALAMAR ROJO","Dosidicus gigas",5115.00107
2017,4,"JUREL","Trachurus murphyi",79.041
2017,4,"LANGOSTA DE J.FERNANDEZ","Jasus frontalis",51.75673
2017,4,"LANGOSTINO AMARILLO","Cervimunida johni",10.07085
2017,4,"LANGOSTINO COLORADO","Pleuroncodes monodon",9.54855
2017,4,"LAPA","Fissurella spp.",19.2737
2017,4,"LAPA BONETE","Fissurella costata",19.2737
2017,4,"LOCO","Concholepas concholepas",47.6522
2017,4,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",2.29293
2017,4,"NAVAJUELA","Tagelus dombeii",7.5168
2017,4,"OSTION DEL NORTE","Argopecten purpuratus",847.08676
2017,4,"OSTRA DEL PACIFICO","Crassostrea gigas",2.133
2017,4,"PELILLO","Gracilaria spp.",165.055
2017,4,"POTA DEL PACIFICO","Todarodes Pacificus",2.39392
2017,4,"PULPO DEL NORTE","Octopus (vulgaris) mimus",299.5821
2017,4,"SALMON REY","Oncorhynchus tshawytscha",48.48562
2017,5,"ABALON ROJO","Haliotis rufescens",9.09782
2017,5,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",353.2078
2017,5,"ALGAS MIXTAS",NA,54.84
2017,5,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",107.594
2017,5,"CAMARON NAILON","Heterocarpus reedi",180.12426
2017,5,"CAROLA","Callophyllis variegata",54.84
2017,5,"CENTOLLA","Lithodes santolla",823.51863
2017,5,"CENTOLLON","Paralomis granulosa",430.5322
2017,5,"CHASCA","Gelidium rex",126.371
2017,5,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",232.449
2017,5,"CHOLGA","Aulacomya ater",180.73021
2017,5,"CHORITO","Mytilus chilensis",3.104
2017,5,"CHORO","Choromytilus chorus",180.73021
2017,5,"COCHAYUYO","Durvillaea antarctica",87.122
2017,5,"ERIZO","Loxechinus albus",3.447
2017,5,"HUEPO O NAVAJA DE MAR","Ensis macha",5.5
2017,5,"HUIRO","Macrocystis spp.",161.618
2017,5,"JAIBA","Cancer spp.",97.86641
2017,5,"JAIBA LIMON","Cancer porteri",97.86641
2017,5,"JAIBA MARMOLA","Cancer edwardsi",97.86641
2017,5,"JAIBA MORA","Homalaspis plana",97.86641
